133690_BuyAndHold,133690_BuyAndHold,133690_BuyAndHold,133690_BuyAndHold,133690_DCAAndHold,133690_DCAAndHold,133690_DCAAndHold,133690_DCAAndHold,133690_DCASellOnProfit,133690_DCASellOnProfit,133690_DCASellOnProfit,133690_DCASellOnProfit,133690_DCASellOnProfit,133690_MonthlyDCA,133690_MonthlyDCA,133690_MonthlyDCA,133690_MonthlyDCA,379800_BuyAndHold,379800_BuyAndHold,379800_BuyAndHold,379800_BuyAndHold,379800_DCAAndHold,379800_DCAAndHold,379800_DCAAndHold,379800_DCAAndHold,379800_DCASellOnProfit,379800_DCASellOnProfit,379800_DCASellOnProfit,379800_DCASellOnProfit,379800_DCASellOnProfit,379800_MonthlyDCA,379800_MonthlyDCA,379800_MonthlyDCA,379800_MonthlyDCA
date,remaining_capital,shares_held,total_value,date,remaining_capital,shares_held,total_value,date,remaining_capital,shares_held,total_value,holding_count,date,remaining_capital,shares_held,total_value,date,remaining_capital,shares_held,total_value,date,remaining_capital,shares_held,total_value,date,remaining_capital,shares_held,total_value,holding_count,date,remaining_capital,shares_held,total_value
2021-01-25,5254.4000000003725,320,20788294.4,2021-01-25,184652.60500000045,260,17070872.605,2021-01-25,5134124.495000004,47,8186633.495000004,3,2021-01-25,8839244.985000001,25,10462919.985000001,2023-04-28,9491.01000000164,979.0,12106994.010000002,2023-04-28,58144.02000000037,883.0,10969375.02,2023-04-28,418261.40499999945,736.0,9513013.405,9.0,2023-04-28,9709680.565000001,25.0,10018605.565000001
2021-01-26,5254.4000000003725,320,20821254.4,2021-01-26,184652.60500000045,260,17097652.605,2021-01-26,5134124.495000004,47,8191474.495000004,3,2021-01-26,8839244.985000001,25,10465494.985000001,2023-05-02,9491.01000000164,979.0,12224474.010000002,2023-05-02,58144.02000000037,883.0,11075335.02,2023-05-02,418261.40499999945,736.0,9601333.405,9.0,2023-05-02,9697016.410000002,26.0,10021418.410000002
2021-01-27,5254.4000000003725,320,21014854.4,2021-01-27,184652.60500000045,260,17254952.605,2021-01-27,5134124.495000004,47,8219909.495000004,3,2021-01-27,8839244.985000001,25,10480619.985000001,2023-05-03,9491.01000000164,979.0,12087414.010000002,2023-05-03,58144.02000000037,883.0,10951715.02,2023-05-03,418261.40499999945,736.0,9498293.405,9.0,2023-05-03,9697016.410000002,26.0,10017778.410000002
2021-01-28,5254.4000000003725,320,20475014.4,2021-01-28,184652.60500000045,260,16816332.605,2021-01-28,5134124.495000004,47,8140620.495000004,3,2021-01-28,8839244.985000001,25,10438444.985000001,2023-05-04,9491.01000000164,979.0,11868118.010000002,2023-05-04,58144.02000000037,883.0,10753923.02,2023-05-04,418261.40499999945,736.0,9333429.405,9.0,2023-05-04,9697016.410000002,26.0,10011954.410000002
2021-01-29,5254.4000000003725,320,20398854.4,2021-01-29,184652.60500000045,260,16754452.605,2021-01-29,5134124.495000004,47,8129434.495000004,3,2021-01-29,8839244.985000001,25,10432494.985000001,2023-05-08,9491.01000000164,979.0,11950354.010000002,2023-05-08,58144.02000000037,883.0,10828095.02,2023-05-08,418261.40499999945,736.0,9395253.405,9.0,2023-05-08,9697016.410000002,26.0,10014138.410000002
2021-02-01,5254.4000000003725,320,20314054.4,2021-02-01,184652.60500000045,260,16685552.605,2021-02-01,4167869.870000004,62,8102699.870000004,4,2021-02-01,8774828.010000002,26,10424918.010000002,2023-05-09,9491.01000000164,979.0,11999304.010000002,2023-05-09,58144.02000000037,883.0,10872245.02,2023-05-09,418261.40499999945,736.0,9432053.405,9.0,2023-05-09,9697016.410000002,26.0,10015438.410000002
2021-02-02,5254.4000000003725,320,20852614.4,2021-02-02,184652.60500000045,260,17123132.605,2021-02-02,4167869.870000004,62,8207045.870000004,4,2021-02-02,8774828.010000002,26,10468676.010000002,2023-05-10,9491.01000000164,979.0,11969934.010000002,2023-05-10,58144.02000000037,883.0,10845755.02,2023-05-10,418261.40499999945,736.0,9409973.405,9.0,2023-05-10,9697016.410000002,26.0,10014658.410000002
2021-02-03,5254.4000000003725,320,21177414.4,2021-02-03,184652.60500000045,260,17387032.605,2021-02-03,5051807.550000004,46,8095305.550000004,3,2021-02-03,8774828.010000002,26,10495066.010000002,2023-05-11,9491.01000000164,979.0,12043359.010000002,2023-05-11,58144.02000000037,883.0,10911980.02,2023-05-11,418261.40499999945,736.0,9465173.405,9.0,2023-05-11,9697016.410000002,26.0,10016608.410000002
2021-02-04,5254.4000000003725,320,20995974.4,2021-02-04,184652.60500000045,260,17239612.605,2021-02-04,5051807.550000004,46,8069223.550000004,3,2021-02-04,8774828.010000002,26,10480324.010000002,2023-05-12,9491.01000000164,979.0,12102099.010000002,2023-05-12,58144.02000000037,883.0,10964960.02,2023-05-12,418261.40499999945,736.0,9509333.405,9.0,2023-05-12,9697016.410000002,26.0,10018168.410000002
2021-02-05,5254.4000000003725,320,21470214.4,2021-02-05,184652.60500000045,260,17624932.605,2021-02-05,5051807.550000004,46,8137395.550000004,3,2021-02-05,8774828.010000002,26,10518856.010000002,2023-05-15,9491.01000000164,979.0,12097204.010000002,2023-05-15,58144.02000000037,883.0,10960545.02,2023-05-15,418261.40499999945,736.0,9505653.405,9.0,2023-05-15,9697016.410000002,26.0,10018038.410000002
2021-02-08,5254.4000000003725,320,21489094.4,2021-02-08,184652.60500000045,260,17640272.605,2021-02-08,5051807.550000004,46,8140109.550000004,3,2021-02-08,8774828.010000002,26,10520390.010000002,2023-05-16,9491.01000000164,979.0,12102099.010000002,2023-05-16,58144.02000000037,883.0,10964960.02,2023-05-16,418261.40499999945,736.0,9509333.405,9.0,2023-05-16,9697016.410000002,26.0,10018168.410000002
2021-02-09,5254.4000000003725,320,21423174.4,2021-02-09,184652.60500000045,260,17586712.605,2021-02-09,5051807.550000004,46,8130633.550000004,3,2021-02-09,8774828.010000002,26,10515034.010000002,2023-05-17,9491.01000000164,979.0,12067834.010000002,2023-05-17,58144.02000000037,883.0,10934055.02,2023-05-17,418261.40499999945,736.0,9483573.405,9.0,2023-05-17,9697016.410000002,26.0,10017258.410000002
2021-02-10,5254.4000000003725,320,21352134.4,2021-02-10,184652.60500000045,260,17528992.605,2021-02-10,5051807.550000004,46,8120421.550000004,3,2021-02-10,8774828.010000002,26,10509262.010000002,2023-05-18,9491.01000000164,979.0,12160839.010000002,2023-05-18,58144.02000000037,883.0,11017940.02,2023-05-18,418261.40499999945,736.0,9553493.405,9.0,2023-05-18,9697016.410000002,26.0,10019728.410000002
2021-02-15,5254.4000000003725,320,21396294.4,2021-02-15,184652.60500000045,260,17564872.605,2021-02-15,5051807.550000004,46,8126769.550000004,3,2021-02-15,8774828.010000002,26,10512850.010000002,2023-05-19,9491.01000000164,979.0,12224474.010000002,2023-05-19,58144.02000000037,883.0,11075335.02,2023-05-19,418261.40499999945,736.0,9601333.405,9.0,2023-05-19,9697016.410000002,26.0,10021418.410000002
2021-02-16,5254.4000000003725,320,21440134.4,2021-02-16,184652.60500000045,260,17600492.605,2021-02-16,5051807.550000004,46,8133071.550000004,3,2021-02-16,8774828.010000002,26,10516412.010000002,2023-05-22,9491.01000000164,979.0,12116784.010000002,2023-05-22,58144.02000000037,883.0,10978205.02,2023-05-22,418261.40499999945,736.0,9520373.405,9.0,2023-05-22,9697016.410000002,26.0,10018558.410000002
2021-02-17,5254.4000000003725,320,21411974.4,2021-02-17,184652.60500000045,260,17577612.605,2021-02-17,5051807.550000004,46,8129023.550000004,3,2021-02-17,8774828.010000002,26,10514124.010000002,2023-05-23,9491.01000000164,979.0,12072729.010000002,2023-05-23,58144.02000000037,883.0,10938470.02,2023-05-23,418261.40499999945,736.0,9487253.405,9.0,2023-05-23,9697016.410000002,26.0,10017388.410000002
2021-02-18,5254.4000000003725,320,21224774.4,2021-02-18,184652.60500000045,260,17425512.605,2021-02-18,5051807.550000004,46,8102113.550000004,3,2021-02-18,8774828.010000002,26,10498914.010000002,2023-05-24,9491.01000000164,979.0,11969934.010000002,2023-05-24,58144.02000000037,883.0,10845755.02,2023-05-24,418261.40499999945,736.0,9409973.405,9.0,2023-05-24,9697016.410000002,26.0,10014658.410000002
2021-02-19,5254.4000000003725,320,21143494.4,2021-02-19,184652.60500000045,260,17359472.605,2021-02-19,5051807.550000004,46,8090429.550000004,3,2021-02-19,8774828.010000002,26,10492310.010000002,2023-05-25,9491.01000000164,979.0,12038464.010000002,2023-05-25,58144.02000000037,883.0,10907565.02,2023-05-25,418261.40499999945,736.0,9461493.405,9.0,2023-05-25,9697016.410000002,26.0,10016478.410000002
2021-02-22,5254.4000000003725,320,21072774.4,2021-02-22,184652.60500000045,260,17302012.605,2021-02-22,5051807.550000004,46,8080263.550000004,3,2021-02-22,8774828.010000002,26,10486564.010000002,2023-05-26,9491.01000000164,979.0,12062939.010000002,2023-05-26,58144.02000000037,883.0,10929640.02,2023-05-26,418261.40499999945,736.0,9479893.405,9.0,2023-05-26,9697016.410000002,26.0,10017128.410000002
2021-02-23,5254.4000000003725,320,20740934.4,2021-02-23,184652.60500000045,260,17032392.605,2021-02-23,5051807.550000004,46,8032561.550000004,3,2021-02-23,8774828.010000002,26,10459602.010000002,2023-05-30,9491.01000000164,979.0,12258739.010000002,2023-05-30,58144.02000000037,883.0,11106240.02,2023-05-30,418261.40499999945,736.0,9627093.405,9.0,2023-05-30,9697016.410000002,26.0,10022328.410000002
2021-02-24,5254.4000000003725,320,20378374.4,2021-02-24,184652.60500000045,260,16737812.605,2021-02-24,5051807.550000004,46,7980443.550000004,3,2021-02-24,8774828.010000002,26,10430144.010000002,2023-05-31,9491.01000000164,979.0,12190209.010000002,2023-05-31,58144.02000000037,883.0,11044430.02,2023-05-31,418261.40499999945,736.0,9575573.405,9.0,2023-05-31,9697016.410000002,26.0,10020508.410000002
2021-02-25,5254.4000000003725,320,20736134.4,2021-02-25,184652.60500000045,260,17028492.605,2021-02-25,5051807.550000004,46,8031871.550000004,3,2021-02-25,8774828.010000002,26,10459212.010000002,2023-06-01,9491.01000000164,979.0,12141259.010000002,2023-06-01,58144.02000000037,883.0,11000280.02,2023-06-01,418261.40499999945,736.0,9538773.405,9.0,2023-06-01,9684438.530000001,27.0,10019022.530000001
2021-02-26,5254.4000000003725,320,20110534.4,2021-02-26,184652.60500000045,260,16520192.605,2021-02-26,5051807.550000004,46,7941941.550000004,3,2021-02-26,8774828.010000002,26,10408382.010000002,2023-06-02,9491.01000000164,979.0,12121679.010000002,2023-06-02,58144.02000000037,883.0,10982620.02,2023-06-02,418261.40499999945,736.0,9524053.405,9.0,2023-06-02,9684438.530000001,27.0,10018482.530000001
2021-03-02,5254.4000000003725,320,20885574.4,2021-03-02,184652.60500000045,260,17149912.605,2021-03-02,4058361.075000004,61,8038672.075000004,4,2021-03-02,8708598.245000001,27,10470375.245000001,2023-06-05,9491.01000000164,979.0,12282235.010000002,2023-06-05,58144.02000000037,883.0,11127432.02,2023-06-05,418261.40499999945,736.0,9644757.405,9.0,2023-06-05,9684438.530000001,27.0,10022910.530000001
2021-03-03,5254.4000000003725,320,20680134.4,2021-03-03,184652.60500000045,260,16982992.605,2021-03-03,4058361.075000004,61,7999510.075000004,4,2021-03-03,8708598.245000001,27,10453041.245000001,2023-06-07,9491.01000000164,979.0,12263634.010000002,2023-06-07,58144.02000000037,883.0,11110655.02,2023-06-07,418261.40499999945,736.0,9630773.405,9.0,2023-06-07,9684438.530000001,27.0,10022397.530000001
2021-03-04,5254.4000000003725,320,19930374.4,2021-03-04,184652.60500000045,260,16373812.605,2021-03-04,4058361.075000004,61,7856587.075000004,4,2021-03-04,8708598.245000001,27,10389780.245000001,2023-06-08,9491.01000000164,979.0,12195104.010000002,2023-06-08,58144.02000000037,883.0,11048845.02,2023-06-08,418261.40499999945,736.0,9579253.405,9.0,2023-06-08,9684438.530000001,27.0,10020507.530000001
2021-03-05,5254.4000000003725,320,19673414.4,2021-03-05,184652.60500000045,260,16165032.605,2021-03-05,4058361.075000004,61,7807604.075000004,4,2021-03-05,8708598.245000001,27,10368099.245000001,2023-06-09,9491.01000000164,979.0,12160839.010000002,2023-06-09,58144.02000000037,883.0,11017940.02,2023-06-09,418261.40499999945,736.0,9553493.405,9.0,2023-06-09,9684438.530000001,27.0,10019562.530000001
2021-03-08,5254.4000000003725,320,19944774.4,2021-03-08,184652.60500000045,260,16385512.605,2021-03-08,4058361.075000004,61,7859332.075000004,4,2021-03-08,8708598.245000001,27,10390995.245000001,2023-06-12,9491.01000000164,979.0,12190209.010000002,2023-06-12,58144.02000000037,883.0,11044430.02,2023-06-12,418261.40499999945,736.0,9575573.405,9.0,2023-06-12,9684438.530000001,27.0,10020372.530000001
2021-03-09,5254.4000000003725,320,19836614.4,2021-03-09,184652.60500000045,260,16297632.605,2021-03-09,4058361.075000004,61,7838714.075000004,4,2021-03-09,8708598.245000001,27,10381869.245000001,2023-06-13,9491.01000000164,979.0,12146154.010000002,2023-06-13,58144.02000000037,883.0,11004695.02,2023-06-13,418261.40499999945,736.0,9542453.405,9.0,2023-06-13,9684438.530000001,27.0,10019157.530000001
2021-03-10,5254.4000000003725,320,20430534.4,2021-03-10,184652.60500000045,260,16780192.605,2021-03-10,4058361.075000004,61,7951930.075000004,4,2021-03-10,8708598.245000001,27,10431981.245000001,2023-06-14,9491.01000000164,979.0,12258739.010000002,2023-06-14,58144.02000000037,883.0,11106240.02,2023-06-14,418261.40499999945,736.0,9627093.405,9.0,2023-06-14,9684438.530000001,27.0,10022262.530000001
2021-03-11,5254.4000000003725,320,20478214.4,2021-03-11,184652.60500000045,260,16818932.605,2021-03-11,4058361.075000004,61,7961019.075000004,4,2021-03-11,8708598.245000001,27,10436004.245000001,2023-06-15,9491.01000000164,979.0,12272445.010000002,2023-06-15,58144.02000000037,883.0,11118602.02,2023-06-15,418261.40499999945,736.0,9637397.405,9.0,2023-06-15,9684438.530000001,27.0,10022640.530000001
2021-03-12,5254.4000000003725,320,20670854.4,2021-03-12,184652.60500000045,260,16975452.605,2021-03-12,4058361.075000004,61,7997741.075000004,4,2021-03-12,8708598.245000001,27,10452258.245000001,2023-06-16,9491.01000000164,979.0,12365450.010000002,2023-06-16,58144.02000000037,883.0,11202487.02,2023-06-16,1314036.8799999994,651.0,9530307.879999999,8.0,2023-06-16,9684438.530000001,27.0,10025205.530000001
2021-03-15,5254.4000000003725,320,20582854.4,2021-03-15,184652.60500000045,260,16903952.605,2021-03-15,4058361.075000004,61,7980966.075000004,4,2021-03-15,8708598.245000001,27,10444833.245000001,2023-06-19,9491.01000000164,979.0,12399715.010000002,2023-06-19,58144.02000000037,883.0,11233392.02,2023-06-19,324907.1999999995,728.0,9538475.2,9.0,2023-06-19,9684438.530000001,27.0,10026150.530000001
2021-03-16,5254.4000000003725,320,20826054.4,2021-03-16,184652.60500000045,260,17101552.605,2021-03-16,4058361.075000004,61,8027326.075000004,4,2021-03-16,8708598.245000001,27,10465353.245000001,2023-06-20,9491.01000000164,979.0,12375240.010000002,2023-06-20,58144.02000000037,883.0,11211317.02,2023-06-20,324907.1999999995,728.0,9520275.2,9.0,2023-06-20,9684438.530000001,27.0,10025475.530000001
2021-03-17,5254.4000000003725,320,20875974.4,2021-03-17,184652.60500000045,260,17142112.605,2021-03-17,4058361.075000004,61,8036842.075000004,4,2021-03-17,8708598.245000001,27,10469565.245000001,2023-06-21,9491.01000000164,979.0,12438875.010000002,2023-06-21,58144.02000000037,883.0,11268712.02,2023-06-21,1226005.7999999993,643.0,9389533.799999999,8.0,2023-06-21,9684438.530000001,27.0,10027230.530000001
2021-03-18,5254.4000000003725,320,20849414.4,2021-03-18,184652.60500000045,260,17120532.605,2021-03-18,4058361.075000004,61,8031779.075000004,4,2021-03-18,8708598.245000001,27,10467324.245000001,2023-06-22,9491.01000000164,979.0,12380135.010000002,2023-06-22,58144.02000000037,883.0,11215732.02,2023-06-22,1226005.7999999993,643.0,9350953.799999999,8.0,2023-06-22,9684438.530000001,27.0,10025610.530000001
2021-03-19,5254.4000000003725,320,20279494.4,2021-03-19,184652.60500000045,260,16657472.605,2021-03-19,4058361.075000004,61,7923138.075000004,4,2021-03-19,8708598.245000001,27,10419237.245000001,2023-06-23,9491.01000000164,979.0,12487825.010000002,2023-06-23,58144.02000000037,883.0,11312862.02,2023-06-23,1226005.7999999993,643.0,9421683.799999999,8.0,2023-06-23,9684438.530000001,27.0,10028580.530000001
2021-03-22,5254.4000000003725,320,20486214.4,2021-03-22,184652.60500000045,260,16825432.605,2021-03-22,4058361.075000004,61,7962544.075000004,4,2021-03-22,8708598.245000001,27,10436679.245000001,2023-06-26,9491.01000000164,979.0,12473140.010000002,2023-06-26,58144.02000000037,883.0,11299617.02,2023-06-26,1226005.7999999993,643.0,9412038.799999999,8.0,2023-06-26,9684438.530000001,27.0,10028175.530000001
2021-03-23,5254.4000000003725,320,20644294.4,2021-03-23,184652.60500000045,260,16953872.605,2021-03-23,4058361.075000004,61,7992678.075000004,4,2021-03-23,8708598.245000001,27,10450017.245000001,2023-06-27,9491.01000000164,979.0,12399715.010000002,2023-06-27,58144.02000000037,883.0,11233392.02,2023-06-27,1226005.7999999993,643.0,9363813.799999999,8.0,2023-06-27,9684438.530000001,27.0,10026150.530000001
2021-03-24,5254.4000000003725,320,20748934.4,2021-03-24,184652.60500000045,260,17038892.605,2021-03-24,4058361.075000004,61,8012625.075000004,4,2021-03-24,8708598.245000001,27,10458846.245000001,2023-06-28,9491.01000000164,979.0,12541670.010000002,2023-06-28,58144.02000000037,883.0,11361427.02,2023-06-28,2123867.9399999995,559.0,9279626.94,7.0,2023-06-28,9684438.530000001,27.0,10030065.530000001
2021-03-25,5254.4000000003725,320,20411334.4,2021-03-25,184652.60500000045,260,16764592.605,2021-03-25,4058361.075000004,61,7948270.075000004,4,2021-03-25,8708598.245000001,27,10430361.245000001,2023-06-29,9491.01000000164,979.0,12663066.010000002,2023-06-29,58144.02000000037,883.0,11470919.02,2023-06-29,2123867.9399999995,559.0,9348942.94,7.0,2023-06-29,9684438.530000001,27.0,10033413.530000001
2021-03-26,5254.4000000003725,320,20441734.4,2021-03-26,184652.60500000045,260,16789292.605,2021-03-26,4058361.075000004,61,7954065.075000004,4,2021-03-26,8708598.245000001,27,10432926.245000001,2023-06-30,9491.01000000164,979.0,12736491.010000002,2023-06-30,58144.02000000037,883.0,11537144.02,2023-06-30,2123867.9399999995,559.0,9390867.94,7.0,2023-06-30,9684438.530000001,27.0,10035438.530000001
2021-03-29,5254.4000000003725,320,20440134.4,2021-03-29,184652.60500000045,260,16787992.605,2021-03-29,4058361.075000004,61,7953760.075000004,4,2021-03-29,8708598.245000001,27,10432791.245000001,2023-07-03,9491.01000000164,979.0,12785441.010000002,2023-07-03,58144.02000000037,883.0,11581294.02,2023-07-03,1130436.6899999995,634.0,9404136.69,8.0,2023-07-03,9671192.780000001,28.0,10036592.780000001
2021-03-30,5254.4000000003725,320,20563974.4,2021-03-30,184652.60500000045,260,16888612.605,2021-03-30,4058361.075000004,61,7977367.075000004,4,2021-03-30,8708598.245000001,27,10443240.245000001,2023-07-04,9491.01000000164,979.0,12731596.010000002,2023-07-04,58144.02000000037,883.0,11532729.02,2023-07-04,1130436.6899999995,634.0,9369266.69,8.0,2023-07-04,9671192.780000001,28.0,10035052.780000001
2021-03-31,5254.4000000003725,320,20501254.4,2021-03-31,184652.60500000045,260,16837652.605,2021-03-31,4058361.075000004,61,7965411.075000004,4,2021-03-31,8708598.245000001,27,10437948.245000001,2023-07-05,9491.01000000164,979.0,12687541.010000002,2023-07-05,58144.02000000037,883.0,11492994.02,2023-07-05,1130436.6899999995,634.0,9340736.69,8.0,2023-07-05,9671192.780000001,28.0,10033792.780000001
2021-04-01,5254.4000000003725,320,20917894.4,2021-04-01,184652.60500000045,260,17176172.605,2021-04-01,3063376.8750000037,76,8030128.875000004,5,2021-04-01,8642265.965000002,28,10472121.965000002,2023-07-06,9491.01000000164,979.0,12667961.010000002,2023-07-06,58144.02000000037,883.0,11475334.02,2023-07-06,1130436.6899999995,634.0,9328056.69,8.0,2023-07-06,9671192.780000001,28.0,10033232.780000001
2021-04-02,5254.4000000003725,320,21135494.4,2021-04-02,184652.60500000045,260,17352972.605,2021-04-02,3063376.8750000037,76,8081808.875000004,5,2021-04-02,8642265.965000002,28,10491161.965000002,2023-07-07,9491.01000000164,979.0,12633696.010000002,2023-07-07,58144.02000000037,883.0,11444429.02,2023-07-07,1130436.6899999995,634.0,9305866.69,8.0,2023-07-07,9671192.780000001,28.0,10032252.780000001
2021-04-05,5254.4000000003725,320,21109254.4,2021-04-05,184652.60500000045,260,17331652.605,2021-04-05,3063376.8750000037,76,8075576.875000004,5,2021-04-05,8642265.965000002,28,10488865.965000002,2023-07-10,9491.01000000164,979.0,12566145.010000002,2023-07-10,58144.02000000037,883.0,11383502.02,2023-07-10,1130436.6899999995,634.0,9262120.69,8.0,2023-07-10,9671192.780000001,28.0,10030320.780000001
2021-04-06,5254.4000000003725,320,21333574.4,2021-04-06,184652.60500000045,260,17513912.605,2021-04-06,3063376.8750000037,76,8128852.875000004,5,2021-04-06,8642265.965000002,28,10508493.965000002,2023-07-11,9491.01000000164,979.0,12556355.010000002,2023-07-11,58144.02000000037,883.0,11374672.02,2023-07-11,1130436.6899999995,634.0,9255780.69,8.0,2023-07-11,9671192.780000001,28.0,10030040.780000001
2021-04-07,5254.4000000003725,320,21301894.4,2021-04-07,184652.60500000045,260,17488172.605,2021-04-07,3063376.8750000037,76,8121328.875000004,5,2021-04-07,8642265.965000002,28,10505721.965000002,2023-07-12,9491.01000000164,979.0,12580830.010000002,2023-07-12,58144.02000000037,883.0,11396747.02,2023-07-12,1130436.6899999995,634.0,9271630.69,8.0,2023-07-12,9671192.780000001,28.0,10030740.780000001
2021-04-08,5254.4000000003725,320,21536134.4,2021-04-08,184652.60500000045,260,17678492.605,2021-04-08,3962291.115000004,60,7999331.115000004,4,2021-04-08,8642265.965000002,28,10526217.965000002,2023-07-13,9491.01000000164,979.0,12561250.010000002,2023-07-13,58144.02000000037,883.0,11379087.02,2023-07-13,1130436.6899999995,634.0,9258950.69,8.0,2023-07-13,9671192.780000001,28.0,10030180.780000001
2021-04-09,5254.4000000003725,320,21640774.4,2021-04-09,184652.60500000045,260,17763512.605,2021-04-09,3962291.115000004,60,8018951.115000004,4,2021-04-09,8642265.965000002,28,10535373.965000002,2023-07-14,9491.01000000164,979.0,12536775.010000002,2023-07-14,58144.02000000037,883.0,11357012.02,2023-07-14,1130436.6899999995,634.0,9243100.69,8.0,2023-07-14,9671192.780000001,28.0,10029480.780000001
2021-04-12,5254.4000000003725,320,21812294.4,2021-04-12,184652.60500000045,260,17902872.605,2021-04-12,3962291.115000004,60,8051111.115000004,4,2021-04-12,8642265.965000002,28,10550381.965000002,2023-07-17,9491.01000000164,979.0,12531880.010000002,2023-07-17,58144.02000000037,883.0,11352597.02,2023-07-17,1130436.6899999995,634.0,9239930.69,8.0,2023-07-17,9671192.780000001,28.0,10029340.780000001
2021-04-13,5254.4000000003725,320,21812294.4,2021-04-13,184652.60500000045,260,17902872.605,2021-04-13,3962291.115000004,60,8051111.115000004,4,2021-04-13,8642265.965000002,28,10550381.965000002,2023-07-18,9491.01000000164,979.0,12522090.010000002,2023-07-18,58144.02000000037,883.0,11343767.02,2023-07-18,1130436.6899999995,634.0,9233590.69,8.0,2023-07-18,9671192.780000001,28.0,10029060.780000001
2021-04-14,5254.4000000003725,320,21921414.4,2021-04-14,184652.60500000045,260,17991532.605,2021-04-14,3962291.115000004,60,8071571.115000004,4,2021-04-14,8642265.965000002,28,10559929.965000002,2023-07-19,9491.01000000164,979.0,12672856.010000002,2023-07-19,58144.02000000037,883.0,11479749.02,2023-07-19,1130436.6899999995,634.0,9331226.69,8.0,2023-07-19,9671192.780000001,28.0,10033372.780000001
2021-04-15,5254.4000000003725,320,21752134.4,2021-04-15,184652.60500000045,260,17853992.605,2021-04-15,3962291.115000004,60,8039831.115000004,4,2021-04-15,8642265.965000002,28,10545117.965000002,2023-07-20,9491.01000000164,979.0,12707121.010000002,2023-07-20,58144.02000000037,883.0,11510654.02,2023-07-20,1130436.6899999995,634.0,9353416.69,8.0,2023-07-20,9671192.780000001,28.0,10034352.780000001
2021-04-16,5254.4000000003725,320,21910214.4,2021-04-16,184652.60500000045,260,17982432.605,2021-04-16,3962291.115000004,60,8069471.115000004,4,2021-04-16,8642265.965000002,28,10558949.965000002,2023-07-21,9491.01000000164,979.0,12800126.010000002,2023-07-21,58144.02000000037,883.0,11594539.02,2023-07-21,1130436.6899999995,634.0,9413646.69,8.0,2023-07-21,9671192.780000001,28.0,10037012.780000001
2021-04-19,5254.4000000003725,320,22045254.4,2021-04-19,184652.60500000045,260,18092152.605,2021-04-19,3962291.115000004,60,8094791.115000004,4,2021-04-19,8642265.965000002,28,10570765.965000002,2023-07-24,9491.01000000164,979.0,12756071.010000002,2023-07-24,58144.02000000037,883.0,11554804.02,2023-07-24,1130436.6899999995,634.0,9385116.69,8.0,2023-07-24,9671192.780000001,28.0,10035752.780000001
2021-04-20,5254.4000000003725,320,21756934.4,2021-04-20,184652.60500000045,260,17857892.605,2021-04-20,3962291.115000004,60,8040731.115000004,4,2021-04-20,8642265.965000002,28,10545537.965000002,2023-07-25,9491.01000000164,979.0,12780546.010000002,2023-07-25,58144.02000000037,883.0,11576879.02,2023-07-25,1130436.6899999995,634.0,9400966.69,8.0,2023-07-25,9671192.780000001,28.0,10036452.780000001
2021-04-21,5254.4000000003725,320,21617414.4,2021-04-21,184652.60500000045,260,17744532.605,2021-04-21,3962291.115000004,60,8014571.115000004,4,2021-04-21,8642265.965000002,28,10533329.965000002,2023-07-26,9491.01000000164,979.0,12800126.010000002,2023-07-26,58144.02000000037,883.0,11594539.02,2023-07-26,1130436.6899999995,634.0,9413646.69,8.0,2023-07-26,9671192.780000001,28.0,10037012.780000001
2021-04-22,5254.4000000003725,320,21875334.4,2021-04-22,184652.60500000045,260,17954092.605,2021-04-22,3962291.115000004,60,8062931.115000004,4,2021-04-22,8642265.965000002,28,10555897.965000002,2023-07-27,9491.01000000164,979.0,12853971.010000002,2023-07-27,58144.02000000037,883.0,11643104.02,2023-07-27,2028763.0899999994,552.0,9271003.09,7.0,2023-07-27,9671192.780000001,28.0,10038552.780000001
2021-04-23,5254.4000000003725,320,21591814.4,2021-04-23,184652.60500000045,260,17723732.605,2021-04-23,3962291.115000004,60,8009771.115000004,4,2021-04-23,8642265.965000002,28,10531089.965000002,2023-07-28,9491.01000000164,979.0,12775651.010000002,2023-07-28,58144.02000000037,883.0,11572464.02,2023-07-28,2028763.0899999994,552.0,9226843.09,7.0,2023-07-28,9671192.780000001,28.0,10036312.780000001
2021-04-26,5254.4000000003725,320,21771334.4,2021-04-26,184652.60500000045,260,17869592.605,2021-04-26,3962291.115000004,60,8043431.115000004,4,2021-04-26,8642265.965000002,28,10546797.965000002,2023-07-31,9491.01000000164,979.0,12814811.010000002,2023-07-31,58144.02000000037,883.0,11607784.02,2023-07-31,2028763.0899999994,552.0,9248923.09,7.0,2023-07-31,9671192.780000001,28.0,10037432.780000001
2021-04-27,5254.4000000003725,320,21881414.4,2021-04-27,184652.60500000045,260,17959032.605,2021-04-27,3962291.115000004,60,8064071.115000004,4,2021-04-27,8642265.965000002,28,10556429.965000002,2023-08-01,9491.01000000164,979.0,12941102.010000002,2023-08-01,58144.02000000037,883.0,11721691.02,2023-08-01,1941055.3299999996,544.0,9126751.33,7.0,2023-08-01,9657785.645000001,29.0,10040846.645000001
