133690_BuyAndHold,133690_BuyAndHold,133690_BuyAndHold,133690_BuyAndHold,133690_DCAAndHold,133690_DCAAndHold,133690_DCAAndHold,133690_DCAAndHold,133690_DCASellOnProfit,133690_DCASellOnProfit,133690_DCASellOnProfit,133690_DCASellOnProfit,133690_DCASellOnProfit,133690_MonthlyDCA,133690_MonthlyDCA,133690_MonthlyDCA,133690_MonthlyDCA,379800_BuyAndHold,379800_BuyAndHold,379800_BuyAndHold,379800_BuyAndHold,379800_DCAAndHold,379800_DCAAndHold,379800_DCAAndHold,379800_DCAAndHold,379800_DCASellOnProfit,379800_DCASellOnProfit,379800_DCASellOnProfit,379800_DCASellOnProfit,379800_DCASellOnProfit,379800_MonthlyDCA,379800_MonthlyDCA,379800_MonthlyDCA,379800_MonthlyDCA
date,remaining_capital,shares_held,total_value,date,remaining_capital,shares_held,total_value,date,remaining_capital,shares_held,total_value,holding_count,date,remaining_capital,shares_held,total_value,date,remaining_capital,shares_held,total_value,date,remaining_capital,shares_held,total_value,date,remaining_capital,shares_held,total_value,holding_count,date,remaining_capital,shares_held,total_value
2019-10-08,5254.4000000003725,320,12985734.4,2019-10-08,184652.60500000045,260,10731292.605,2019-10-08,4657469.550000003,120,9525149.550000003,5,2019-10-08,9619310.04,10,10024950.04,2022-01-11,9491.01000000164,979.0,12018884.010000002,2022-01-11,58144.02000000037,883.0,10889905.02,2022-01-11,5472289.864999999,327.0,9483598.864999998,4.0,2022-01-11,9886835.620000001,10.0,10009505.620000001
2019-10-10,5254.4000000003725,320,12898374.4,2019-10-10,184652.60500000045,260,10660312.605,2019-10-10,4657469.550000003,120,9492389.550000003,5,2019-10-10,9619310.04,10,10022220.04,2022-01-12,9491.01000000164,979.0,12116784.010000002,2022-01-12,58144.02000000037,883.0,10978205.02,2022-01-12,5472289.864999999,327.0,9516298.864999998,4.0,2022-01-12,9886835.620000001,10.0,10010505.620000001
2019-10-11,5254.4000000003725,320,12957894.4,2019-10-11,184652.60500000045,260,10708672.605,2019-10-11,4657469.550000003,120,9514709.550000003,5,2019-10-11,9619310.04,10,10024080.04,2022-01-13,9491.01000000164,979.0,12087414.010000002,2022-01-13,58144.02000000037,883.0,10951715.02,2022-01-13,5472289.864999999,327.0,9506488.864999998,4.0,2022-01-13,9886835.620000001,10.0,10010205.620000001
2019-10-14,5254.4000000003725,320,13003334.4,2019-10-14,184652.60500000045,260,10745592.605,2019-10-14,4657469.550000003,120,9531749.550000003,5,2019-10-14,9619310.04,10,10025500.04,2022-01-14,9491.01000000164,979.0,11950354.010000002,2022-01-14,58144.02000000037,883.0,10828095.02,2022-01-14,5472289.864999999,327.0,9460708.864999998,4.0,2022-01-14,9886835.620000001,10.0,10008805.620000001
2019-10-15,5254.4000000003725,320,13099014.4,2019-10-15,184652.60500000045,260,10823332.605,2019-10-15,4657469.550000003,120,9567629.550000003,5,2019-10-15,9619310.04,10,10028490.04,2022-01-17,9491.01000000164,979.0,11979724.010000002,2022-01-17,58144.02000000037,883.0,10854585.02,2022-01-17,5472289.864999999,327.0,9470518.864999998,4.0,2022-01-17,9886835.620000001,10.0,10009105.620000001
2019-10-16,5254.4000000003725,320,13192134.4,2019-10-16,184652.60500000045,260,10898992.605,2019-10-16,4657469.550000003,120,9602549.550000003,5,2019-10-16,9619310.04,10,10031400.04,2022-01-18,9491.01000000164,979.0,11917068.010000002,2022-01-18,58144.02000000037,883.0,10798073.02,2022-01-18,5472289.864999999,327.0,9449590.864999998,4.0,2022-01-18,9886835.620000001,10.0,10008465.620000001
2019-10-17,5254.4000000003725,320,13146054.4,2019-10-17,184652.60500000045,260,10861552.605,2019-10-17,4657469.550000003,120,9585269.550000003,5,2019-10-17,9619310.04,10,10029960.04,2022-01-19,9491.01000000164,979.0,11701688.010000002,2022-01-19,58144.02000000037,883.0,10603813.02,2022-01-19,5472289.864999999,327.0,9377650.864999998,4.0,2022-01-19,9886835.620000001,10.0,10006265.620000001
2019-10-18,5254.4000000003725,320,13135174.4,2019-10-18,184652.60500000045,260,10852712.605,2019-10-18,4657469.550000003,120,9581189.550000003,5,2019-10-18,9619310.04,10,10029620.04,2022-01-20,9491.01000000164,979.0,11701688.010000002,2022-01-20,58144.02000000037,883.0,10603813.02,2022-01-20,5472289.864999999,327.0,9377650.864999998,4.0,2022-01-20,9886835.620000001,10.0,10006265.620000001
2019-10-21,5254.4000000003725,320,13001734.4,2019-10-21,184652.60500000045,260,10744292.605,2019-10-21,4657469.550000003,120,9531149.550000003,5,2019-10-21,9619310.04,10,10025450.04,2022-01-21,9491.01000000164,979.0,11492182.010000002,2022-01-21,58144.02000000037,883.0,10414851.02,2022-01-21,5472289.864999999,327.0,9307672.864999998,4.0,2022-01-21,9886835.620000001,10.0,10004125.620000001
2019-10-22,5254.4000000003725,320,13079174.4,2019-10-22,184652.60500000045,260,10807212.605,2019-10-22,4657469.550000003,120,9560189.550000003,5,2019-10-22,9619310.04,10,10027870.04,2022-01-24,9491.01000000164,979.0,11428547.010000002,2022-01-24,58144.02000000037,883.0,10357456.02,2022-01-24,5472289.864999999,327.0,9286417.864999998,4.0,2022-01-24,9886835.620000001,10.0,10003475.620000001
2019-10-23,5254.4000000003725,320,12934534.4,2019-10-23,184652.60500000045,260,10689692.605,2019-10-23,4657469.550000003,120,9505949.550000003,5,2019-10-23,9619310.04,10,10023350.04,2022-01-25,9491.01000000164,979.0,11272886.010000002,2022-01-25,58144.02000000037,883.0,10217059.02,2022-01-25,5472289.864999999,327.0,9234424.864999998,4.0,2022-01-25,9886835.620000001,10.0,10001885.620000001
2019-10-24,5254.4000000003725,320,13015814.4,2019-10-24,184652.60500000045,260,10755732.605,2019-10-24,4657469.550000003,120,9536429.550000003,5,2019-10-24,9619310.04,10,10025890.04,2022-01-26,9491.01000000164,979.0,11282676.010000002,2022-01-26,58144.02000000037,883.0,10225889.02,2022-01-26,5472289.864999999,327.0,9237694.864999998,4.0,2022-01-26,9886835.620000001,10.0,10001985.620000001
2019-10-25,5254.4000000003725,320,13151494.4,2019-10-25,184652.60500000045,260,10865972.605,2019-10-25,4657469.550000003,120,9587309.550000003,5,2019-10-25,9619310.04,10,10030130.04,2022-01-27,9491.01000000164,979.0,11121141.010000002,2022-01-27,58144.02000000037,883.0,10080194.02,2022-01-27,5472289.864999999,327.0,9183739.864999998,4.0,2022-01-27,9886835.620000001,10.0,10000335.620000001
2019-10-28,5254.4000000003725,320,13198214.4,2019-10-28,184652.60500000045,260,10903932.605,2019-10-28,4657469.550000003,120,9604829.550000003,5,2019-10-28,9619310.04,10,10031590.04,2022-01-28,9491.01000000164,979.0,11325752.010000002,2022-01-28,58144.02000000037,883.0,10264741.02,2022-01-28,5472289.864999999,327.0,9252082.864999998,4.0,2022-01-28,9886835.620000001,10.0,10002425.620000001
2019-10-29,5254.4000000003725,320,13271494.4,2019-10-29,184652.60500000045,260,10963472.605,2019-10-29,4657469.550000003,120,9632309.550000003,5,2019-10-29,9619310.04,10,10033880.04,2022-02-03,9491.01000000164,979.0,11804483.010000002,2022-02-03,58144.02000000037,883.0,10696528.02,2022-02-03,4481763.544999999,408.0,9397347.544999998,5.0,2022-02-03,9874606.9,11.0,10007134.9
2019-10-30,5254.4000000003725,320,13193734.4,2019-10-30,184652.60500000045,260,10900292.605,2019-10-30,4657469.550000003,120,9603149.550000003,5,2019-10-30,9619310.04,10,10031450.04,2022-02-04,9491.01000000164,979.0,11696793.010000002,2022-02-04,58144.02000000037,883.0,10599398.02,2022-02-04,4481763.544999999,408.0,9352467.544999998,5.0,2022-02-04,9874606.9,11.0,10005924.9
2019-10-31,5254.4000000003725,320,13218694.4,2019-10-31,184652.60500000045,260,10920572.605,2019-10-31,4657469.550000003,120,9612509.550000003,5,2019-10-31,9619310.04,10,10032230.04,2022-02-07,9491.01000000164,979.0,11647843.010000002,2022-02-07,58144.02000000037,883.0,10555248.02,2022-02-07,4481763.544999999,408.0,9332067.544999998,5.0,2022-02-07,9874606.9,11.0,10005374.9
2019-11-01,5254.4000000003725,320,13295174.4,2019-11-01,184652.60500000045,260,10982712.605,2019-11-01,3687928.355000003,143,9626861.355000002,6,2019-11-01,9577156.075,11,10033997.075,2022-02-08,9491.01000000164,979.0,11590082.010000002,2022-02-08,58144.02000000037,883.0,10503151.02,2022-02-08,4481763.544999999,408.0,9307995.544999998,5.0,2022-02-08,9874606.9,11.0,10004725.9
2019-11-04,5254.4000000003725,320,13339654.4,2019-11-04,184652.60500000045,260,11018852.605,2019-11-04,3687928.355000003,143,9646738.355000002,6,2019-11-04,9577156.075,11,10035526.075,2022-02-09,9491.01000000164,979.0,11711478.010000002,2022-02-09,58144.02000000037,883.0,10612643.02,2022-02-09,4481763.544999999,408.0,9358587.544999998,5.0,2022-02-09,9874606.9,11.0,10006089.9
2019-11-05,5254.4000000003725,320,13378054.4,2019-11-05,184652.60500000045,260,11050052.605,2019-11-05,3687928.355000003,143,9663898.355000002,6,2019-11-05,9577156.075,11,10036846.075,2022-02-10,9491.01000000164,979.0,11824063.010000002,2022-02-10,58144.02000000037,883.0,10714188.02,2022-02-10,4481763.544999999,408.0,9405507.544999998,5.0,2022-02-10,9874606.9,11.0,10007354.9
2019-11-06,5254.4000000003725,320,13346054.4,2019-11-06,184652.60500000045,260,11024052.605,2019-11-06,3687928.355000003,143,9649598.355000002,6,2019-11-06,9577156.075,11,10035746.075,2022-02-11,9491.01000000164,979.0,11550922.010000002,2022-02-11,58144.02000000037,883.0,10467831.02,2022-02-11,4481763.544999999,408.0,9291675.544999998,5.0,2022-02-11,9874606.9,11.0,10004285.9
2019-11-07,5254.4000000003725,320,13339654.4,2019-11-07,184652.60500000045,260,11018852.605,2019-11-07,3687928.355000003,143,9646738.355000002,6,2019-11-07,9577156.075,11,10035526.075,2022-02-14,9491.01000000164,979.0,11399177.010000002,2022-02-14,58144.02000000037,883.0,10330966.02,2022-02-14,4481763.544999999,408.0,9228435.544999998,5.0,2022-02-14,9874606.9,11.0,10002580.9
2019-11-08,5254.4000000003725,320,13303174.4,2019-11-08,184652.60500000045,260,10989212.605,2019-11-08,3687928.355000003,143,9630436.355000002,6,2019-11-08,9577156.075,11,10034272.075,2022-02-15,9491.01000000164,979.0,11394282.010000002,2022-02-15,58144.02000000037,883.0,10326551.02,2022-02-15,4481763.544999999,408.0,9226395.544999998,5.0,2022-02-15,9874606.9,11.0,10002525.9
2019-11-11,5254.4000000003725,320,13411014.4,2019-11-11,184652.60500000045,260,11076832.605,2019-11-11,3687928.355000003,143,9678627.355000002,6,2019-11-11,9577156.075,11,10037979.075,2022-02-16,9491.01000000164,979.0,11521552.010000002,2022-02-16,58144.02000000037,883.0,10441341.02,2022-02-16,4481763.544999999,408.0,9279435.544999998,5.0,2022-02-16,9874606.9,11.0,10003955.9
2019-11-12,5254.4000000003725,320,13490054.4,2019-11-12,184652.60500000045,260,11141052.605,2019-11-12,3687928.355000003,143,9713948.355000002,6,2019-11-12,9577156.075,11,10040696.075,2022-02-17,9491.01000000164,979.0,11516657.010000002,2022-02-17,58144.02000000037,883.0,10436926.02,2022-02-17,4481763.544999999,408.0,9277395.544999998,5.0,2022-02-17,9874606.9,11.0,10003900.9
2019-11-13,5254.4000000003725,320,13477254.4,2019-11-13,184652.60500000045,260,11130652.605,2019-11-13,3687928.355000003,143,9708228.355000002,6,2019-11-13,9577156.075,11,10040256.075,2022-02-18,9491.01000000164,979.0,11364912.010000002,2022-02-18,58144.02000000037,883.0,10300061.02,2022-02-18,4481763.544999999,408.0,9214155.544999998,5.0,2022-02-18,9874606.9,11.0,10002195.9
2019-11-14,5254.4000000003725,320,13553414.4,2019-11-14,184652.60500000045,260,11192532.605,2019-11-14,3687928.355000003,143,9742262.355000002,6,2019-11-14,9577156.075,11,10042874.075,2022-02-21,9491.01000000164,979.0,11253306.010000002,2022-02-21,58144.02000000037,883.0,10199399.02,2022-02-21,4481763.544999999,408.0,9167643.544999998,5.0,2022-02-21,9874606.9,11.0,10000941.9
2019-11-15,5254.4000000003725,320,13563014.4,2019-11-15,184652.60500000045,260,11200332.605,2019-11-15,3687928.355000003,143,9746552.355000002,6,2019-11-15,9577156.075,11,10043204.075,2022-02-22,9491.01000000164,979.0,11033031.010000002,2022-02-22,58144.02000000037,883.0,10000724.02,2022-02-22,4481763.544999999,408.0,9075843.544999998,5.0,2022-02-22,9874606.9,11.0,9998466.9
2019-11-18,5254.4000000003725,320,13565894.4,2019-11-18,184652.60500000045,260,11202672.605,2019-11-18,3687928.355000003,143,9747839.355000002,6,2019-11-18,9577156.075,11,10043303.075,2022-02-23,9491.01000000164,979.0,11135826.010000002,2022-02-23,58144.02000000037,883.0,10093439.02,2022-02-23,4481763.544999999,408.0,9118683.544999998,5.0,2022-02-23,9874606.9,11.0,9999621.9
2019-11-19,5254.4000000003725,320,13662854.4,2019-11-19,184652.60500000045,260,11281452.605,2019-11-19,3687928.355000003,143,9791168.355000002,6,2019-11-19,9577156.075,11,10046636.075,2022-02-24,9491.01000000164,979.0,10745205.010000002,2022-02-24,58144.02000000037,883.0,9741122.02,2022-02-24,4481763.544999999,408.0,8955891.544999998,5.0,2022-02-24,9874606.9,11.0,9995232.9
2019-11-20,5254.4000000003725,320,13667334.4,2019-11-20,184652.60500000045,260,11285092.605,2019-11-20,3687928.355000003,143,9793170.355000002,6,2019-11-20,9577156.075,11,10046790.075,2022-02-25,9491.01000000164,979.0,11067296.010000002,2022-02-25,58144.02000000037,883.0,10031629.02,2022-02-25,4481763.544999999,408.0,9090123.544999998,5.0,2022-02-25,9874606.9,11.0,9998851.9
2019-11-21,5254.4000000003725,320,13691334.4,2019-11-21,184652.60500000045,260,11304592.605,2019-11-21,3687928.355000003,143,9803895.355000002,6,2019-11-21,9577156.075,11,10047615.075,2022-02-28,9491.01000000164,979.0,11140721.010000002,2022-02-28,58144.02000000037,883.0,10097854.02,2022-02-28,4481763.544999999,408.0,9120723.544999998,5.0,2022-02-28,9874606.9,11.0,9999676.9
2019-11-22,5254.4000000003725,320,13711814.4,2019-11-22,184652.60500000045,260,11321232.605,2019-11-22,3687928.355000003,143,9813047.355000002,6,2019-11-22,9577156.075,11,10048319.075,2022-03-02,9491.01000000164,979.0,11228831.010000002,2022-03-02,58144.02000000037,883.0,10177324.02,2022-03-02,3493052.044999999,493.0,9142832.044999998,6.0,2022-03-02,9862975.0,12.0,10000495.0
2019-11-25,5254.4000000003725,320,13718214.4,2019-11-25,184652.60500000045,260,11326432.605,2019-11-25,3687928.355000003,143,9815907.355000002,6,2019-11-25,9577156.075,11,10048539.075,2022-03-03,9491.01000000164,979.0,11408967.010000002,2022-03-03,58144.02000000037,883.0,10339796.02,2022-03-03,3493052.044999999,493.0,9233544.044999998,6.0,2022-03-03,9862975.0,12.0,10002703.0
2019-11-26,5254.4000000003725,320,13825414.4,2019-11-26,184652.60500000045,260,11413532.605,2019-11-26,3687928.355000003,143,9863812.355000002,6,2019-11-26,9577156.075,11,10052224.075,2022-03-04,9491.01000000164,979.0,11389387.010000002,2022-03-04,58144.02000000037,883.0,10322136.02,2022-03-04,3493052.044999999,493.0,9223684.044999998,6.0,2022-03-04,9862975.0,12.0,10002463.0
2019-11-27,5254.4000000003725,320,13873734.4,2019-11-27,184652.60500000045,260,11452792.605,2019-11-27,3687928.355000003,143,9885405.355000002,6,2019-11-27,9577156.075,11,10053885.075,2022-03-07,9491.01000000164,979.0,11325752.010000002,2022-03-07,58144.02000000037,883.0,10264741.02,2022-03-07,3493052.044999999,493.0,9191639.044999998,6.0,2022-03-07,9862975.0,12.0,10001683.0
2019-11-28,5254.4000000003725,320,13949894.4,2019-11-28,184652.60500000045,260,11514672.605,2019-11-28,5434494.515000002,95,9574309.515000002,4,2019-11-28,9577156.075,11,10056503.075,2022-03-08,9491.01000000164,979.0,11101561.010000002,2022-03-08,58144.02000000037,883.0,10062534.02,2022-03-08,3493052.044999999,493.0,9078742.044999998,6.0,2022-03-08,9862975.0,12.0,9998935.0
2019-11-29,5254.4000000003725,320,13959174.4,2019-11-29,184652.60500000045,260,11522212.605,2019-11-29,5434494.515000002,95,9577064.515000002,4,2019-11-29,9577156.075,11,10056822.075,2022-03-10,9491.01000000164,979.0,11325752.010000002,2022-03-10,58144.02000000037,883.0,10264741.02,2022-03-10,3493052.044999999,493.0,9191639.044999998,6.0,2022-03-10,9862975.0,12.0,10001683.0
2019-12-02,5254.4000000003725,320,14016774.4,2019-12-02,184652.60500000045,260,11569012.605,2019-12-02,4456753.135000003,117,9579715.135000002,5,2019-12-02,9532713.285,12,10058145.285,2022-03-11,9491.01000000164,979.0,11350227.010000002,2022-03-11,58144.02000000037,883.0,10286816.02,2022-03-11,3493052.044999999,493.0,9203964.044999998,6.0,2022-03-11,9862975.0,12.0,10001983.0
2019-12-03,5254.4000000003725,320,13845894.4,2019-12-03,184652.60500000045,260,11430172.605,2019-12-03,4456753.135000003,117,9517237.135000002,5,2019-12-03,9532713.285,12,10051737.285,2022-03-14,9491.01000000164,979.0,11389387.010000002,2022-03-14,58144.02000000037,883.0,10322136.02,2022-03-14,3493052.044999999,493.0,9223684.044999998,6.0,2022-03-14,9862975.0,12.0,10002463.0
2019-12-04,5254.4000000003725,320,13870534.4,2019-12-04,184652.60500000045,260,11450192.605,2019-12-04,4456753.135000003,117,9526246.135000002,5,2019-12-04,9532713.285,12,10052661.285,2022-03-15,9491.01000000164,979.0,11228831.010000002,2022-03-15,58144.02000000037,883.0,10177324.02,2022-03-15,3493052.044999999,493.0,9142832.044999998,6.0,2022-03-15,9862975.0,12.0,10000495.0
2019-12-05,5254.4000000003725,320,13861254.4,2019-12-05,184652.60500000045,260,11442652.605,2019-12-05,4456753.135000003,117,9522853.135000002,5,2019-12-05,9532713.285,12,10052313.285,2022-03-16,9491.01000000164,979.0,11423652.010000002,2022-03-16,58144.02000000037,883.0,10353041.02,2022-03-16,3493052.044999999,493.0,9240939.044999998,6.0,2022-03-16,9862975.0,12.0,10002883.0
2019-12-06,5254.4000000003725,320,13943494.4,2019-12-06,184652.60500000045,260,11509472.605,2019-12-06,4456753.135000003,117,9552922.135000002,5,2019-12-06,9532713.285,12,10055397.285,2022-03-17,9491.01000000164,979.0,11438337.010000002,2022-03-17,58144.02000000037,883.0,10366286.02,2022-03-17,3493052.044999999,493.0,9248334.044999998,6.0,2022-03-17,9862975.0,12.0,10003063.0
2019-12-09,5254.4000000003725,320,14001414.4,2019-12-09,184652.60500000045,260,11556532.605,2019-12-09,4456753.135000003,117,9574099.135000002,5,2019-12-09,9532713.285,12,10057569.285,2022-03-18,9491.01000000164,979.0,11472602.010000002,2022-03-18,58144.02000000037,883.0,10397191.02,2022-03-18,3493052.044999999,493.0,9265589.044999998,6.0,2022-03-18,9862975.0,12.0,10003483.0
2019-12-10,5254.4000000003725,320,14019974.4,2019-12-10,184652.60500000045,260,11571612.605,2019-12-10,4456753.135000003,117,9580885.135000002,5,2019-12-10,9532713.285,12,10058265.285,2022-03-21,9491.01000000164,979.0,11672318.010000002,2022-03-21,58144.02000000037,883.0,10577323.02,2022-03-21,3493052.044999999,493.0,9366161.044999998,6.0,2022-03-21,9862975.0,12.0,10005931.0
2019-12-11,5254.4000000003725,320,14013894.4,2019-12-11,184652.60500000045,260,11566672.605,2019-12-11,4456753.135000003,117,9578662.135000002,5,2019-12-11,9532713.285,12,10058037.285,2022-03-22,9491.01000000164,979.0,11726163.010000002,2022-03-22,58144.02000000037,883.0,10625888.02,2022-03-22,3493052.044999999,493.0,9393276.044999998,6.0,2022-03-22,9862975.0,12.0,10006591.0
2019-12-12,5254.4000000003725,320,14004614.4,2019-12-12,184652.60500000045,260,11559132.605,2019-12-12,4456753.135000003,117,9575269.135000002,5,2019-12-12,9532713.285,12,10057689.285,2022-03-23,9491.01000000164,979.0,11853433.010000002,2022-03-23,58144.02000000037,883.0,10740678.02,2022-03-23,3493052.044999999,493.0,9457366.044999998,6.0,2022-03-23,9862975.0,12.0,10008151.0
2019-12-13,5254.4000000003725,320,14011014.4,2019-12-13,184652.60500000045,260,11564332.605,2019-12-13,4456753.135000003,117,9577609.135000002,5,2019-12-13,9532713.285,12,10057929.285,2022-03-24,9491.01000000164,979.0,11780008.010000002,2022-03-24,58144.02000000037,883.0,10674453.02,2022-03-24,3493052.044999999,493.0,9420391.044999998,6.0,2022-03-24,9862975.0,12.0,10007251.0
2019-12-16,5254.4000000003725,320,14029574.4,2019-12-16,184652.60500000045,260,11579412.605,2019-12-16,4456753.135000003,117,9584395.135000002,5,2019-12-16,9532713.285,12,10058625.285,2022-03-25,9491.01000000164,979.0,11921963.010000002,2022-03-25,58144.02000000037,883.0,10802488.02,2022-03-25,3493052.044999999,493.0,9491876.044999998,6.0,2022-03-25,9862975.0,12.0,10008991.0
2019-12-17,5254.4000000003725,320,14057734.4,2019-12-17,184652.60500000045,260,11602292.605,2019-12-17,4456753.135000003,117,9594691.135000002,5,2019-12-17,9532713.285,12,10059681.285,2022-03-28,9491.01000000164,979.0,11989514.010000002,2022-03-28,58144.02000000037,883.0,10863415.02,2022-03-28,3493052.044999999,493.0,9525893.044999998,6.0,2022-03-28,9862975.0,12.0,10009819.0
2019-12-18,5254.4000000003725,320,14060934.4,2019-12-18,184652.60500000045,260,11604892.605,2019-12-18,4456753.135000003,117,9595861.135000002,5,2019-12-18,9532713.285,12,10059801.285,2022-03-29,9491.01000000164,979.0,12087414.010000002,2022-03-29,58144.02000000037,883.0,10951715.02,2022-03-29,3493052.044999999,493.0,9575193.044999998,6.0,2022-03-29,9862975.0,12.0,10011019.0
2019-12-19,5254.4000000003725,320,14044934.4,2019-12-19,184652.60500000045,260,11591892.605,2019-12-19,4456753.135000003,117,9590011.135000002,5,2019-12-19,9532713.285,12,10059201.285,2022-03-30,9491.01000000164,979.0,12116784.010000002,2022-03-30,58144.02000000037,883.0,10978205.02,2022-03-30,3493052.044999999,493.0,9589983.044999998,6.0,2022-03-30,9862975.0,12.0,10011379.0
2019-12-20,5254.4000000003725,320,14083334.4,2019-12-20,184652.60500000045,260,11623092.605,2019-12-20,4456753.135000003,117,9604051.135000002,5,2019-12-20,9532713.285,12,10060641.285,2022-03-31,9491.01000000164,979.0,12082519.010000002,2022-03-31,58144.02000000037,883.0,10947300.02,2022-03-31,3493052.044999999,493.0,9572728.044999998,6.0,2022-03-31,9862975.0,12.0,10010959.0
2019-12-23,5254.4000000003725,320,14192774.4,2019-12-23,184652.60500000045,260,11712012.605,2019-12-23,4456753.135000003,117,9644065.135000002,5,2019-12-23,9532713.285,12,10064745.285,2022-04-01,9491.01000000164,979.0,11965039.010000002,2022-04-01,58144.02000000037,883.0,10841340.02,2022-04-01,2501437.644999999,573.0,9498913.645,7.0,2022-04-01,9850579.82,13.0,10009335.82
2019-12-24,5254.4000000003725,320,14215174.4,2019-12-24,184652.60500000045,260,11730212.605,2019-12-24,4456753.135000003,117,9652255.135000002,5,2019-12-24,9532713.285,12,10065585.285,2022-04-04,9491.01000000164,979.0,11941543.010000002,2022-04-04,58144.02000000037,883.0,10820148.02,2022-04-04,2501437.644999999,573.0,9485161.645,7.0,2022-04-04,9850579.82,13.0,10009023.82
2019-12-26,5254.4000000003725,320,14213574.4,2019-12-26,184652.60500000045,260,11728912.605,2019-12-26,4456753.135000003,117,9651670.135000002,5,2019-12-26,9532713.285,12,10065525.285,2022-04-05,9491.01000000164,979.0,12009094.010000002,2022-04-05,58144.02000000037,883.0,10881075.02,2022-04-05,2501437.644999999,573.0,9524698.645,7.0,2022-04-05,9850579.82,13.0,10009920.82
2019-12-27,5254.4000000003725,320,14358854.4,2019-12-27,184652.60500000045,260,11846952.605,2019-12-27,5355647.335000003,93,9527162.335000003,4,2019-12-27,9532713.285,12,10070973.285,2022-04-06,9491.01000000164,979.0,11921963.010000002,2022-04-06,58144.02000000037,883.0,10802488.02,2022-04-06,2501437.644999999,573.0,9473701.645,7.0,2022-04-06,9850579.82,13.0,10008763.82
2019-12-30,5254.4000000003725,320,14273734.4,2019-12-30,184652.60500000045,260,11777792.605,2019-12-30,5355647.335000003,93,9502424.335000003,4,2019-12-30,9532713.285,12,10067781.285,2022-04-07,9491.01000000164,979.0,11799588.010000002,2022-04-07,58144.02000000037,883.0,10692113.02,2022-04-07,2501437.644999999,573.0,9402076.645,7.0,2022-04-07,9850579.82,13.0,10007138.82
2020-01-02,5254.4000000003725,320,14266054.4,2020-01-02,184652.60500000045,260,11771552.605,2020-01-02,4360510.885000003,115,9485485.885000002,5,2020-01-02,9487479.81,13,10066824.81,2022-04-08,9491.01000000164,979.0,11946438.010000002,2022-04-08,58144.02000000037,883.0,10824563.02,2022-04-08,2501437.644999999,573.0,9488026.645,7.0,2022-04-08,9850579.82,13.0,10009088.82
2020-01-03,5254.4000000003725,320,14400774.4,2020-01-03,184652.60500000045,260,11881012.605,2020-01-03,6163549.765000002,67,9177611.765000002,3,2020-01-03,9487479.81,13,10072297.81,2022-04-11,9491.01000000164,979.0,11921963.010000002,2022-04-11,58144.02000000037,883.0,10802488.02,2022-04-11,2501437.644999999,573.0,9473701.645,7.0,2022-04-11,9850579.82,13.0,10008763.82
2020-01-06,5254.4000000003725,320,14357254.4,2020-01-06,184652.60500000045,260,11845652.605,2020-01-06,6163549.765000002,67,9168499.765000002,3,2020-01-06,9487479.81,13,10070529.81,2022-04-12,9491.01000000164,979.0,11750638.010000002,2022-04-12,58144.02000000037,883.0,10647963.02,2022-04-12,2501437.644999999,573.0,9373426.645,7.0,2022-04-12,9850579.82,13.0,10006488.82
2020-01-07,5254.4000000003725,320,14497414.4,2020-01-07,184652.60500000045,260,11959532.605,2020-01-07,6163549.765000002,67,9197845.765000002,3,2020-01-07,9487479.81,13,10076223.81,2022-04-13,9491.01000000164,979.0,11755533.010000002,2022-04-13,58144.02000000037,883.0,10652378.02,2022-04-13,2501437.644999999,573.0,9376291.645,7.0,2022-04-13,9850579.82,13.0,10006553.82
2020-01-08,5254.4000000003725,320,14467974.4,2020-01-08,184652.60500000045,260,11935612.605,2020-01-08,6163549.765000002,67,9191681.765000002,3,2020-01-08,9487479.81,13,10075027.81,2022-04-14,9491.01000000164,979.0,11784903.010000002,2022-04-14,58144.02000000037,883.0,10678868.02,2022-04-14,2501437.644999999,573.0,9393481.645,7.0,2022-04-14,9850579.82,13.0,10006943.82
2020-01-09,5254.4000000003725,320,14534854.4,2020-01-09,184652.60500000045,260,11989952.605,2020-01-09,6163549.765000002,67,9205684.765000002,3,2020-01-09,9487479.81,13,10077744.81,2022-04-15,9491.01000000164,979.0,11726163.010000002,2022-04-15,58144.02000000037,883.0,10625888.02,2022-04-15,2501437.644999999,573.0,9359101.645,7.0,2022-04-15,9850579.82,13.0,10006163.82
2020-01-10,5254.4000000003725,320,14714374.4,2020-01-10,184652.60500000045,260,12135812.605,2020-01-10,7046326.795000003,44,9068830.795000002,2,2020-01-10,9487479.81,13,10085037.81,2022-04-18,9491.01000000164,979.0,11667423.010000002,2022-04-18,58144.02000000037,883.0,10572908.02,2022-04-18,2501437.644999999,573.0,9324721.645,7.0,2022-04-18,9850579.82,13.0,10005383.82
2020-01-13,5254.4000000003725,320,14621574.4,2020-01-13,184652.60500000045,260,12060412.605,2020-01-13,7046326.795000003,44,9056070.795000002,2,2020-01-13,9487479.81,13,10081267.81,2022-04-19,9491.01000000164,979.0,11799588.010000002,2022-04-19,58144.02000000037,883.0,10692113.02,2022-04-19,2501437.644999999,573.0,9402076.645,7.0,2022-04-19,9850579.82,13.0,10007138.82
